customer_id,name,phone,email,city,signup_date
C0354,Andrew Dean,3045018961,pscott@example.com,Delhi,2022-12-28
C0355,Carla Chan,7649251583,ygriffin@example.com,Mumbai,2023-09-10
C0356,Ann Henderson,6108573278,robertssamuel@example.com,Noida,2023-10-26
C0357,Miss Elizabeth Wright,8108186617,michael91@example.net,Chandigarh,2022-09-15
C0358,Julie Hartman,4597794523,christianhendrix@example.com,Delhi,2026-01-20
C0359,Joseph Smith,7697499564,martinezalexander@example.org,Chandigarh,2025-11-01
C0360,Chelsea Johnson,8314727601,rachelrodgers@example.com,Jaipur,2026-06-01
C0361,Scott Richards,0501667998,benjamin67@example.net,Delhi,2024-12-15
C0362,Meghan Velasquez,0695814671,pdean@example.com,Chandigarh,2024-05-25
C0363,Christopher Barber,8395972466,laura29@example.org,Gurugram,2023-09-30
C0364,Mary Anderson,1674338005,michael22@example.net,Gurugram,2022-10-07
C0365,Jeffrey Williamson,4550842891,housesamuel@example.com,Delhi,2026-05-30
C0366,Vanessa Harrington,1213524787,mooremichael@example.org,Pune,2023-02-14
C0367,Wayne Hammond,4821456532,icobb@example.com,Gurugram,2024-04-05
C0368,Jimmy Phelps,0811556260,qmalone@example.net,Gurugram,2023-03-26
C0369,Vanessa Whitney,4550489267,paigeweber@example.net,Lucknow,2025-03-12
C0370,Stacy Harrington,0856288431,adrienne20@example.org,Pune,2026-02-16
C0371,Deanna Collier,0548510174,chaveztonya@example.net,Mumbai,2026-07-07
C0372,Stephanie Burton,9268315893,shawn26@example.com,Chandigarh,2022-12-18
C0373,Stephen Alvarez,6988649767,adennis@example.org,Pune,2023-03-17
C0374,Michael Anderson,0285196115,billy21@example.com,Ghaziabad,2023-11-02
C0375,Edward Johnson,0443270185,harrellrobert@example.net,Delhi,2023-11-08
C0376,George Bennett,7725199663,cmorgan@example.net,Gurugram,2026-02-15
C0377,Maria Cline,1813989098,karenshaw@example.org,Faridabad,2023-02-11
C0378,Catherine Smith,1895690705,bwhite@example.net,Ghaziabad,2023-11-19
C0379,Brian Garcia,4124620952,reeveskenneth@example.org,Noida,2023-11-23
C0380,Frederick Bennett,9937886140,steven61@example.com,Mumbai,2022-10-03
C0381,Susan Smith,4967183258,,Delhi,2026-07-01
C0382,Kimberly Henderson,9420074946,megan39@example.net,Pune,2023-09-29
C0383,Joseph Jones,8463985547,john55@example.org,Delhi,2024-06-10
C0384,Alexis Holt,0268768118,staffordlisa@example.com,Ghaziabad,2025-04-10
C0385,Robert Carey,1753703045,christopheraustin@example.com,Chandigarh,2025-10-22
C0386,William Coffey,3036149872,,Faridabad,2024-10-20
C0387,Krystal Fleming,1249384308,erin70@example.com,Pune,2025-02-24
C0388,Amber Mcmillan,8775803046,zstewart@example.org,Faridabad,2023-12-14
C0389,Rhonda Mooney,3254110760,mary31@example.com,Mumbai,2023-07-29
C0390,Anthony Cook,7179110065,pattonbryan@example.com,Noida,2022-11-09
C0391,Jessica Garcia,6619639907,bmarshall@example.net,Noida,2025-01-24
C0392,Timothy Logan,3110919392,,Noida,2025-02-19
C0393,Jason Hardy,0024968549,dylanparker@example.com,Pune,2023-10-13
C0394,Kelly Sandoval,8065333153,dneal@example.net,Pune,2025-05-09
C0395,Kylie Rogers,1707303379,johnnavarro@example.com,Chandigarh,2025-10-20
C0396,James Mckenzie,5081247395,hesterjames@example.com,Ghaziabad,2023-04-29
C0397,Michelle Morgan,2410261534,zallen@example.com,Ghaziabad,2025-03-25
C0398,Vanessa Cuevas,2338655963,hinesbrenda@example.net,Chandigarh,2023-10-17
C0399,David Soto,7317912868,victor72@example.com,Pune,2025-06-06
C0400,Karen Sosa,9033373634,,Lucknow,2024-04-21
C9000,DAVID SOTO,7317912868,victor72@example.com,Pune,2025-06-06
C9001,CRYSTAL SULLIVAN,0937966033,karen19@example.org,Mumbai,2025-10-09
C9002,Gina Larson ,7499465796,jdixon@example.com,Ghaziabad,2023-01-24
C9003,Jack Sandoval ,1981898471,carolmejia@example.com,Lucknow,2023-12-06
C9004,SARA HOFFMAN,1545444328,racheltrujillo@example.net,Delhi,2024-03-22
C9005,THEODORE LONG,4327560417,vmclaughlin@example.net,Ghaziabad,2024-04-17
C9006,ASHLEY SCOTT,8877043581,jacksonstephanie@example.net,Ghaziabad,2024-09-23
C9007,Johnathan Thomas ,7410119470,ohernandez@example.org,Gurugram,2026-04-18
C9008,CLAUDIA LYONS,1241904966,charlesvaughn@example.net,Jaipur,2023-08-05
C9009,NICOLE ACOSTA,2904904712,yorkjoshua@example.org,Mumbai,2025-01-19
C9010,PATRICK HARDY,5346554947,ruizmichelle@example.net,Faridabad,2024-11-29
C9011,STEPHEN ALVAREZ,6988649767,adennis@example.org,Pune,2023-03-17
C9012,Matthew Smith ,5102726149,jacobconrad@example.com,Chandigarh,2023-06-27
C9013,CATHY BELL,5528938911,ricejennifer@example.com,Noida,2023-04-25
C9014,Jennifer Mccall ,8338988816,hmoon@example.org,Chandigarh,2026-04-04
